Index,Name,TwoHand,Level,ItemSlot,SkillIndex,Width,Height,DamageMin,DamageMax,SuccessfulBlocking,Defense,MagicDefense,WeaponSpeed,WalkSpeed,Durability,MagicDur,MagicPower,RequireStrength,RequireDexterity,RequireEnergy,RequireVitality,RequireCharisma,RequireLevel,Value,Zen,AttType,RequireClass0,RequireClass1,RequireClass2,RequireClass3,RequireClass4,RequireClass5,RequireClass6,Resistance0,Resistance1,Resistance2,Resistance3,Resistance4,Resistance5,Resistance6,Resistance7
5632,"Bronze Boots",0,12,6,0,2,2,0,0,0,4,0,0,10,34,0,0,80,20,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5633,"Dragon Boots",0,54,6,0,2,2,0,0,0,15,0,0,2,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5634,"Pad Boots",0,4,6,0,2,2,0,0,0,3,0,0,10,28,0,0,20,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5635,"Legendary Boots",0,46,6,0,2,2,0,0,0,12,0,0,0,42,0,0,30,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5636,"Bone Boots",0,16,6,0,2,2,0,0,0,6,0,0,6,30,0,0,30,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5637,"Leather Boots",0,5,6,0,2,2,0,0,0,2,0,0,12,30,0,0,80,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5638,"Scale Boots",0,22,6,0,2,2,0,0,0,8,0,0,8,40,0,0,110,0,0,0,0,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5639,"Sphinx Boots",0,30,6,0,2,2,0,0,0,9,0,0,8,36,0,0,30,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5640,"Brass Boots",0,32,6,0,2,2,0,0,0,10,0,0,6,44,0,0,100,30,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5641,"Plate Boots",0,42,6,0,2,2,0,0,0,12,0,0,4,50,0,0,130,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5642,"Vine Boots",0,5,6,0,2,2,0,0,0,2,0,0,0,22,0,0,30,60,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5643,"Silk Boots",0,15,6,0,2,2,0,0,0,4,0,0,0,26,0,0,30,70,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5644,"Wind Boots",0,27,6,0,2,2,0,0,0,7,0,0,0,32,0,0,30,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5645,"Spirit Boots",0,40,6,0,2,2,0,0,0,10,0,0,0,38,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5646,"Guardian Boots",0,52,6,0,2,2,0,0,0,16,0,0,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5647,"Storm Crow Boots",0,72,6,0,2,2,0,0,0,22,0,0,2,80,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5648,"Black Dragon Boots",0,78,6,0,2,2,0,0,0,24,0,0,2,74,0,0,170,60,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,"Dark Phoenix Boots",0,93,6,0,2,2,0,0,0,40,0,0,2,80,0,0,198,60,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,"Grand Soul Boots",0,76,6,0,2,2,0,0,0,22,0,0,0,67,0,0,59,10,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,"Divine Boots",0,81,6,0,2,2,0,0,0,30,0,0,0,74,0,0,50,110,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5652,"Thunder Hawk Boots",0,92,6,0,2,2,0,0,0,37,0,0,2,82,0,0,150,70,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5653,"Great Dragon Boots",0,98,6,0,2,2,0,0,0,50,0,0,0,86,0,0,200,58,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,"Dark Soul Boots",0,95,6,0,2,2,0,0,0,31,0,0,0,75,0,0,55,18,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,"Hurricane Boots",0,110,6,0,2,2,0,0,0,50,0,0,0,90,0,0,162,66,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5656,"Red Spirit Boots",0,87,6,0,2,2,0,0,0,40,0,0,0,80,0,0,52,115,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5657,"Light Plate Boots",0,45,6,0,2,2,0,0,0,13,0,0,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5658,"Adamantine Boots",0,60,6,0,2,2,0,0,0,20,0,0,0,56,0,0,77,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5659,"Dark Steel Boots",0,83,6,0,2,2,0,0,0,25,0,0,0,70,0,0,84,22,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5660,"Dark Master Boots",0,95,6,0,2,2,0,0,0,33,0,0,0,78,0,0,80,21,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5661,"Dragon Knight Boots",0,119,6,0,2,2,0,0,0,63,0,0,0,90,0,0,170,60,0,0,0,380,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,"Venom Mist Boots",0,119,6,0,2,2,0,0,0,47,0,0,0,86,0,0,44,15,0,0,0,380,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,"Sylphid Ray Boots",0,119,6,0,2,2,0,0,0,53,0,0,0,86,0,0,38,80,0,0,0,380,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5664,"Volcano Boots",0,131,6,0,2,2,0,0,0,61,0,0,0,95,0,0,145,60,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5665,"Sunlight Boots",0,121,6,0,2,2,0,0,0,44,0,0,0,82,0,0,62,16,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5666,"Ashcrow Boots",0,68,6,0,2,2,0,0,0,19,0,0,0,72,0,0,160,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,"Eclipse Boots",0,68,6,0,2,2,0,0,0,17,0,0,0,54,0,0,53,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,"Iris Boots",0,68,6,0,2,2,0,0,0,23,0,0,0,59,0,0,50,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5669,"Valiant Boots",0,98,6,0,2,2,0,0,0,29,0,0,0,81,0,0,155,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5670,"Glorious Boots",0,98,6,0,2,2,0,0,0,29,0,0,0,74,0,0,80,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5671,"Violent Wind Boots",0,26,6,0,2,2,0,0,0,11,0,0,0,36,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5672,"Red Wing Boots",0,46,6,0,2,2,0,0,0,15,0,0,0,42,0,0,25,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5673,"Ancient Boots",0,65,6,0,2,2,0,0,0,21,0,0,0,54,0,0,53,16,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5674,"Demonic Boots",0,76,6,0,2,2,0,0,0,28,0,0,0,67,0,0,60,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5675,"Storm Blitz Boots",0,95,6,0,2,2,0,0,0,38,0,0,0,75,0,0,57,20,0,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5676,"Eternal Wing Boots",0,99,6,0,2,2,0,0,0,32,0,0,0,86,0,0,62,20,170,0,0,380,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5677,"Titan Boots",0,96,6,0,2,2,0,0,0,57,0,0,0,86,0,0,222,32,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,"Brave Boots",0,93,6,0,2,2,0,0,0,45,0,0,0,86,0,0,74,162,0,0,0,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,"Phantom Boots",0,97,6,0,2,2,0,0,0,54,0,0,0,86,0,0,212,57,0,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5680,"Destroy Boots",0,94,6,0,2,2,0,0,0,44,0,0,0,86,0,0,62,19,165,0,0,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5681,"Seraphim Boots",0,97,6,0,2,2,0,0,0,42,0,0,0,86,0,0,55,197,0,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5682,"Divine Boots",0,92,6,0,2,2,0,0,0,35,0,0,0,86,0,0,32,29,138,0,0,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5683,"Royal Boots",0,98,6,0,2,2,0,0,0,38,0,0,0,86,0,0,105,38,0,0,0,380,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5684,"Hades Boots",0,94,6,0,2,2,0,0,0,34,0,0,0,86,0,0,60,15,181,0,0,380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,"Sacred Fire Boots",0,50,6,0,2,2,0,0,0,20,0,0,0,52,0,0,85,0,0,75,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5692,"Storm Jahad Boots",0,62,6,0,2,2,0,0,0,28,0,0,0,68,0,0,100,0,0,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5693,"Piercing Groove Boots",0,82,6,0,2,2,0,0,0,36,0,0,0,82,0,0,115,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5694,"Scale Boots",0,22,6,0,2,2,0,0,0,12,0,0,8,255,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5695,"Silk Boots",0,15,6,0,2,2,0,0,0,7,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5696,"Sphinx Boots",0,30,6,0,2,2,0,0,0,13,0,0,8,255,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5697,"Violent Wind Boots",0,26,6,0,2,2,0,0,0,15,0,0,0,255,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5698,"Dark Soul Boots",0,60,6,0,2,2,0,0,0,25,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5699,"Dragon Boots",0,54,6,0,2,2,0,0,0,20,0,0,2,255,0,0,0,0,0,0,0,150,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5700,"Guardian Boots",0,52,6,0,2,2,0,0,0,23,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5701,"Legendary Boots",0,46,6,0,2,2,0,0,0,17,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5702,"Red Wing Boots",0,46,6,0,2,2,0,0,0,17,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5703,"Atlans Boots",0,72,6,0,2,2,0,0,0,27,0,0,2,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5704,"Storm Jahad Boots",0,62,6,0,2,2,0,0,0,20,0,0,0,255,0,0,0,0,0,0,0,150,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5705,"Phoenix Soul Boots",0,119,6,0,2,2,0,0,0,57,0,0,0,88,0,0,97,0,0,85,0,380,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5710,"Dragon Boots-J",0,54,6,0,2,2,0,0,0,17,0,0,2,68,0,0,120,30,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5711,"Legendary Boots-J",0,46,6,0,2,2,0,0,0,14,0,0,0,42,0,0,30,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5712,"Guardian Boots-J",0,52,6,0,2,2,0,0,0,18,0,0,0,45,0,0,40,80,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5713,"Light Plate Boots-J",0,45,6,0,2,2,0,0,0,15,0,0,0,42,0,0,70,20,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5714,"Red Wing Boots-J",0,46,6,0,2,2,0,0,0,17,0,0,0,42,0,0,25,4,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5715,"Sacred Fire Boots-J",0,50,6,0,2,2,0,0,0,22,0,0,0,52,0,0,85,0,0,75,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6144,"Wings of Elf",0,100,7,0,3,2,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6145,"Wings of Heaven",0,100,7,0,5,3,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6146,"Wings of Satan",0,100,7,0,5,2,0,0,0,20,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6147,"Wings of Spirits",0,150,7,0,5,3,0,0,0,30,0,0,0,200,0,0,0,0,0,0,0,215,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6148,"Wings of Soul",0,150,7,0,5,3,0,0,0,30,0,0,0,200,0,0,0,0,0,0,0,215,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,"Wings of Dragon",0,150,7,0,3,3,0,0,0,45,0,0,0,200,0,0,0,0,0,0,0,215,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6150,"Wings of Darkness",0,150,7,0,4,2,0,0,0,40,0,0,0,200,0,0,0,0,0,0,0,215,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6151,"Orb of Twisting Slash",0,47,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,29000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6152,"Healing Orb",0,8,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6153,"Orb of Greater Fortitude",0,13,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,3000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6154,"Orb of Greater Damage",0,18,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,7000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6155,"Orb of Summoning",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6156,"Orb of Rageful Blow",0,78,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,150000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,"Orb of Impale",0,20,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,10000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6158,"Orb of Greater Fortitude",0,60,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,43000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6159,"Jewel of Chaos",0,12,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
6160,"Orb of Fire Slash",0,60,255,0,1,1,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,51000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6161,"Orb of Penetration",0,64,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,72000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6162,"Orb of Ice Arrow",0,81,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,195000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6163,"Orb of Death Stab",0,72,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,85000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6165,"Scroll of FireBurst",0,74,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,115000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6166,"Scroll of Summon",0,98,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,400,0,0,375000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6167,"Scroll of Critical Damage",0,82,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,25,0,300,0,0,220000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6168,"Scroll of Electric Spark",0,92,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,340,0,0,295000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6170,"gem of secret",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6174,"bundle of Jewel of Bless",0,25,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6175,"budle of Jewel of Soul",0,30,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6176,"box of red ribbon",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6177,"box of green ribbon",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6178,"box of blue ribbon",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
6179,"Scroll of Fire Scream",0,102,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70,0,0,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6180,"Wing of Storm",0,150,7,0,4,3,0,0,0,60,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6181,"Wing of Eternal",0,150,7,0,4,3,0,0,0,45,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6182,"Wing of Illusion",0,150,7,0,4,3,0,0,0,45,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6183,"Wing of Ruin",0,150,7,0,4,3,0,0,0,55,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6184,"Cape of Emperor",0,150,7,0,2,3,0,0,0,45,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
6185,"Wing of Curse",0,100,7,0,4,2,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6186,"Wind of Despair",0,150,7,0,4,3,0,0,0,30,0,0,0,200,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
6187,"Wing of Dimension",0,150,7,0,4,3,0,0,0,45,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
6188,"Crystal of Destruction",0,100,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,380000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6189,"Crystal of Multi-Shot",0,100,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,380000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6190,"Crystal of Recovery",0,100,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,220,0,250000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6191,"Crystal of Flame Strike",0,100,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,380000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6192,"Scroll of Chaotic Diseier",0,100,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,220,0,380000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6193,"Cape of Fighter",0,180,7,0,2,3,0,0,0,15,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6194,"Cape of Overrule",0,150,7,0,2,3,0,0,0,45,0,0,0,220,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
6204,"Seed (Fire)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6205,"Seed (Water)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6206,"Seed (Ice)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6207,"Seed (Wind)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6208,"Seed (Lightning)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6209,"Seed (Earth)",0,150,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6214,"Sphere (Mono)",0,102,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6215,"Sphere (Di)",0,122,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6216,"Sphere (Tri)",0,132,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6244,"Seed Sphere (Fire)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6245,"Seed Sphere (Water)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6246,"Seed Sphere (Ice)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6247,"Seed Sphere (Wind)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6248,"Seed Sphere (Lightning)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6249,"Seed Sphere (Earth)",0,1,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6250,"Seed Sphere (Fire)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6251,"Seed Sphere (Water)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6252,"Seed Sphere (Ice)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6253,"Seed Sphere (Wind)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6254,"Seed Sphere (Lightning)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6255,"Seed Sphere (Earth)",0,2,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6256,"Seed Sphere (Fire)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6257,"Seed Sphere (Water)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6258,"Seed Sphere (Ice)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6259,"Seed Sphere (Wind)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
